Text,Emotion
"Well the birthday surprise was a fail, that professor has chronic bitch face. We freaked, ran in, threw her gifts at her then ran out. ",fear
He saw the look of horror on my face . ,fear
It is not possible to cure a fear of stairs by taking it one step at a time.   #stairs #step,fear
I  up at the end of a      out the  in me& hear your  start  in ,fear
"He listened soberly and with growing dismay to what the young bank officer from Jeddah had to say , and scanned the computer printouts across his desk with a practised eye . ",fear
@OfficialPWG So psyched for tomorrow. This will be my 3rd live show. Been catching up on dvds. Last 2 shows were incredible.,fear
The young woman just stared back like a frightened rabbit . ,fear
OMG King Kong est dans la place !   ,fear
Be  Swami Vivekananda. is the greatest #sin.#retaliate against attack on our #freedom by #idiotkapilsibal by trending it,fear
Some of us contemplate this prospect with horror . ,fear
First time in anatomy.,fear
 I sometimes find the shadow of death in front of me . ,fear
"IMPRESSED just this side of awe as I am by the Department of Transport and its fearless tackling of such problems as juggernaut lorries and EEC regulations , I must nevertheless confess some disquiet about a recent plan . ",fear
&quot;@FarriRizvi:  and  are in today's trend of  Two things are enough to freak them out.  LOL ,fear
"@fmpundit, i will play in 4º Wales division, ",fear
Ppl Think Getting Loud Suppose To Put In My Heart.. No Way_,fear
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
"People talk about things being awkward, awkwardness only enters a situation if you allow it too, awkwardness comes from ",fear
@AdamBarringer  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
"Girl I wanna tell you how you drive me crazy, how I think about you all the time, how I smile every time we talk.. But I can't.. ",fear
I no longer make eye contact with strangers in public for the fear that any one of them could be a Spr*nt customer.  ,fear
When I almost drowned myself in the municipal swimming pool that I use to go almost not excaping.,fear
"«@BrianDawkins «@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less»»",fear
"RR“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
"Feeling a little frightened of the dead body behind him in the cart , and depressed by the autumn fog , he stopped for some beer at a pub , where he met Jan Coggan and Laban Tall . ",fear
Il serait temps de dire aux opérateurs que leurs commerciaux disent de la merde pour vendre… #Freemobile #onestpasdesvachesalait,fear
"That day I was alone at home after coming home from school.  I did not know where everyone else had gone, I kept waiting for them to come back and nobody came.  It was getting very late and I was terrified.",fear
"Morning break, cold, wet and windswept, brings a bit of excitement to being up on a roof ",fear
"@bentosmile it could happen,but if you expect it, then you put in all that extra effort to avoid it, and when it comes around, stab it ",fear
"He who knew no sin, sent himself for the glory. But like a lamb, he was led to the slaughter..and he died.. For us..and hes comin back ",fear
If my tears hold value I will drop one for every single thing he showed Us... ,fear
I was walking home late at night from lectures and someone deliberately started following me. It was dark and I was scared.,fear
"Children at Wanborough primary school near Swindon are so worried about the hazards they experience on the way to school , they 're calling for a new footpath . ",fear
&quot; turned into hatred &amp; violence in the human #Heart &quot;  ~ Stephenie Mayer,fear
When I was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic.,fear
"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
Are you allowing to sabotage Your Empowering #Success ? Give it back! 2 Timothy 2:7 #queeninyou,fear
"I was jogging in the forest, in the central park area, when I saw a man hiding behind a tree.  I got frigthened, turned around and ran out of the forest.",fear
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
Hoje meu dia vai ser study study and study. Tenho que me aliviar pelo menos geo e hist. Serio...... ,fear
"The week before I entered to army, when we were being selected. During 5 days I had to pass 10 hours a day waiting for the answer, which at last was the worst. The fear of being convoked, of hearing the fated phrase, was constant.",fear
&quot;Dont believe the lies..Look me in my eyes...Please dont be scared of me...Please don't be scared of me&quot;. ,fear
When I saw a ghost.,fear
Franco became very alarmed at this and told him to put his money away immediately . ,fear
op school bezig met fm aan! zeker vet haha,fear
I love the scene in where they are riding on the roller coaster and #WildHorses is playing.,fear
"Our tutorial group was soon to be divided, and we got a list of names of freshmen, out of which five were to be in my group.  We read the names and then each group went its own way to a seminar room.  I wondered how I would cope with the new situation and if I would succeed as a group leader.",fear
@CallieAleana babies eat human flesh... I swear I've seen Adelynn do it. All I could do was clap. ,fear
"Edouard looked at him , and felt a sickening dismay . ",fear
"Playing NOW on Hardest: BYPO Radio Show Session #17. Full hour of popstar mainstream Hardcore set. Tune in, listen and enjoy.",fear
" I'm dead serious about this , Sally . ",fear
A night out watching airplanes! If only i cud enjoy getting on it as much as i enjoy watching it fly across the sky ,fear
@MoveOn HOW DID YOU KNOW MY UNCLE WAS A CRAZY CONSERVATIVE!!! He wears a helmet in his own car. #slightlyracist,fear
Wait I come home to a guy holding people hostage in an exon? I thought I left Newburgh.... #wtf,fear
I'm mad at how you made &quot; thang'll &quot; a word! Lmfao RT @TJ_TheFlyOne: &amp; #Faith n da same thang'll tak yu a long way,fear
"@PeteMcVries Je sais pas ce qu'elle a récupéré au final, elle l'a pas montré son trombi. Elle a dit &quot;certains j'ai trouvé via Google&quot;. ",fear
Making art and viewing art are different at their core!   ,fear
My brothers friends say they saw a UFO  ,fear
When my 2 year old son climbed up and sat on the 7th floor balcony with his legs hanging out.  He was holding on tightly to the upper railing of the balcony but he could have easily lost his balance when he sat down.,fear
 9. My biggest fear is needles. I can't stand getting a shot.  ,fear
&quot;The way to develop self-confidence is to do the thing you fear.&quot; William Jennings Bryan ,fear
"@Occupy_Police is a utility of #the1percent! They created every disease on earth: #911, #WarOnTerror, #hunger, #poverty etc. ...",fear
I'm mad at how you made &quot; thang'll &quot; a word! Lmfao RT @TJ_TheFlyOne: &amp; #Faith n da same thang'll tak yu a long way,fear
An hour before receiving the certificate results I was very frightened.  When I saw others crying I felt very tense and as time went by my fear grew.,fear
"Why people , nervous that their little town was being made into a prime nuclear target , should be less nervous for getting a closer look at the cause of their fears is a question not easily answered . ",fear
Before one of my final exams of the third year - natural sciences.,fear
"@katharinemcphee This seems to be a serious conversation! He seems to be making a proposal. Lol :-) Thank you, Kat! I love you! XoXo.",fear
False Evidence Appearing Real ,fear
"I had a very horrible dream one night, I dreamt that I had fallen off a very crowded train.",fear
If you  someone tell him or her. Forget about the rules or the of looking ridiculous.,fear
I walk downstairs at Tri County and i look down and i see this spider as big as a quarter !! I freaked out and ran upstairs for sure ! ,fear
"“@GE_LovingHer: When fear knocks on your door, answer with faith! VS #Faith”",fear
My own dismay at the way those kids were savaging the flora of Stonethwaite is a good example . ,fear
"I caught a huge eel on a fishing line which I had pulled into the boat. I cut the line and threw the whole lot back into the water. Later that day and about ten miles away I went swimming and someone made the comment wondering how far eels could swim, I abruptly ended swimming for fear at an unseen eel for a few days until we had left the district.",fear
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
"not afraid of tomorrow, for I have seen yesterday and I love today #less",fear
"Courage is mastery of fear, not absence of ",fear
Marrying a WOMAN that fuck 50% of the city ,fear
I have two finals this week and one oral presentation and I'm not ready for any of them ! ,fear
Both are designed to convince the readership of the horror of the subject-matter . ,fear
 Why can't I call the police now ? He was definitely following me ! ,fear
Aggie looked horrified as she caught sight of the horse dung on his hobnailed boots . ,fear
"You then left that meeting , rather hurriedly , before it ended , in a very anxious state . ",fear
@stacy_814 @Meve_Stason @SirChadlyOC Everyone respects Grapes because he's batshit insane. Maybe Mase is channeling Hextall. ,fear
It was as if Gillray 's avaricious monarch was more of an affront than the voluptuary suffering from the horrors of dissipation . ,fear
"@iAnteneh we do my is I don't wanna mess up,but no doubt McGill is a good school I just don't wanna live in Montreal lol",fear
odio esa sensación de muerte inminente en un examen final ,fear
When I sit for examinations.,fear
"@avilalipsett1 this will be my first Christmas on twitter, looking forward to 2/3 weeks of solid being tweeted&#xA;#BloodSport",fear
"Children at Wanborough primary school near Swindon are so worried about the hazards they experience on the way to school , they 're calling for a new footpath . ",fear
"is temporary, regret is permanent.",fear
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
What you will come upon you. Do not let fear creep into your mind. It will drain your #hope &amp; eat away at your #faith.,fear
` You can imagine our horror at finding a false ceiling in a secure establishment and ducts like this . ,fear
"&quot;Seek not happiness too greedily, and be not fearful of happiness.&quot; ~ Lao tzu   ",fear
And if my tears hold value I will drop one for everything you showed us ,fear
" “@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
"Since the war the CIA has been very alarmed at some of the left-wing British governments , many of whose politicians it regards as friends of Moscow . ",fear
"Father God, i fear  what MAN wants to do to me, i the day you hand #ME the KEYS to #FLORIDA !! All I ask father... is #prepare me",fear
"Tigers up 10, 34-24 with 4:50 left in the first half. South Alabama coach Ronnie Arrow calls another timeout. Told you we smell ",fear
Walking in the dark and thinking about ghost stories.,fear
1:30 am. Just read a tweet from @KILLSTEENKILL that mentioned @MattJackson13. Tonight is gonna be a brutal classic. 18 hrs til ,fear
 - The Path of Totality reminds me of Factory's Remanufacture. Moshpit worthy!,fear
I'm afraid of the darkness . ,fear
Philophobia. fear of emotional attachment; fear of being in or falling in love. ,fear
"~it takes  for Hercules to walk onto a stage, but Herculean amounts of it for a child to perform a first recital.~ ~",fear
"The poor frightened girl packed her things and ran out , saying she was going to Reno for a divorce . ",fear
"Rose stood looking down at her , a worried expression in her eyes . ",fear
@AdamBarringer  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
"@Caro2050 I feel great, slept from 22.30 until my alarm went off, why have you the ?",fear
If you want to be  KISS Keep It Simple Stupid... tags:     #confusion #satsang,fear
Can't wait for @Euan_Nicolson11 to finish football serious snuggle needed ,fear
Fear of punishment for having broken an item of value to my parents.,fear
I went to the apartment of my boyfriend and saw some people before his door. I thought that something had happened.,fear
"Then she remembered his horror when he 'd said , ` Do n't tell me you 're a virgin ! "" and her heart closed in on itself like a wounded animal . ",fear
"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat.",fear
When you're attached to someone; your self-seeking nature &amp; insecurity would not let them go be &amp; do what they are meant to be or do ,fear
" Oh , that scared me . ",fear
I had an accident in which I hurt my eye.  I was afraid of having injured it badly.,fear
 didnt give you a spirit of but of #power  #love #sound #mind #bible #promise #life #JESUS #word #life #fight #push dont give #up,fear
"She jumped up , frowning in dismay . ",fear
"des années que je n'avais pas trainé sur copains d'avant (ayé, j'ai retrouvé mon compte)... je regarde des photos de collèges, ",fear
"Car accident. Travelling as a passenger along narrow bitumen road at night - trying to overtake semi-trailer. The truck pulled over onto our side and we hit the wet dirt, swerved back into the truck, back onto the verge, over a guide post and into a ditch.",fear
I think I'm scared of what the future holds. I was wishing for some things and now am used to those. ,fear
I was walking along the passage to my room (very near the anatomy laboratory) and I heard something and felt that there was some thing behind me.  I looked back and there was no one.  I started imagining that maybe it was a corpse.,fear
my  on people &amp; things are so  people cant grasp nor understand so they it because of their #ignorance,fear
A night out watching airplanes! If only i cud enjoy getting on it as much as i enjoy watching it fly across the sky ,fear
"Fights that I see in the middle of the street, robberies, fear of darkness when going home.",fear
Once I had to go home on foot at 5 a.m. I had to pass through a forest and I was going alone.,fear
` I felt less nervous in the play-off against Faldo than I have here . ,fear
@RevRunWisdom  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
et 1 accrochage 1 ! j'ai eu la peur de ma vie ! mais je suis en vie c'est ce qui compte #StupeurEtTremblements,fear
Watching a horror film.,fear
"not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
She was agitated ; there were a few tears . ,fear
Thank you you guys for all the support we will be playing at either 3 45 or 5 so come watch your favorite team ,fear
"I borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and I did not know what to do.",fear
"One evening, when I had gone fishing with my friends, we heard the roar of a lion near by and had to run for our lives.",fear
"They seemed anxious and hesitant about leaving , as if uncertain of which direction to take . ",fear
When the car I was driving skidded on an icy road and landed in   a ditch with one side against a rock.,fear
"Just woke up randomly from a nightmare, hate living right next to a cemetery..makes it hard to fall back asleep lol ",fear
He made me that Promise an that ment something Special&lt;33 I hope he doesn't break it tho ,fear
"After going through a glass door, I sustained a number of serious cuts which were gaping open.",fear
@delphplyon C'est une idée. Je lâcherai bien mon chat à la SIE mais j'ai peur qu'il se roule en boule et s'endorme ,fear
 to perform &quot;You're Gonna Go Far Kid&quot; by Offspring on my next tour! having regrets #TWLOHA @TWLOHA,fear
"RT&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
I have a fobic anxiety for elevators. This anxiety is worst at the moment when the doors have to open. I have it often in the elevator at our university.,fear
A cold draught of air was coming from the kitchen and I found the back door to be wide open -- and then my horrified glance fell upon Aunt Louise . ,fear
" Wait , what are you doing ? I ’ m a married woman ! You can ’ t just try to kiss me like this ! ",fear
"The Estonians require a language test before full civil rights are granted , to the dismay of their Russian-speaking population . ",fear
@delphplyon C'est une idée. Je lâcherai bien mon chat à la SIE mais j'ai peur qu'il se roule en boule et s'endorme ,fear
remember this we took your land thanks so much day that we're winning the war on terror by an AMAZING margin but keep your up people,fear
"Used to say jet life, now i say fuck life....now i pop bottles cuz i bottle my emotions..least i put it all in the open ",fear
is just a line in the head and when you cross it you are free.,fear
When thieves broke into our neighbour's house and later we heard gunshots.,fear
Don't ever feed into because it makes you lose sight of what's most important.,fear
"A few months later Gough Whitlam brought the Australian Army home but it is said that for those who experienced the horrors , each one left a little piece of themselves out in Viet . ",fear
"When I was cycling through the park late one night, two people jumped out of the woods and tried to stop me.  There were shouting something at the same time.",fear
The time has arrived for @OfficialPWG to strike in the hearts of the fans. I can't wait. #Iwantwrestling,fear
 I can smell smoke ! ,fear
The of slipping on ice and busting your lip open with your teeth. Ahhhhhh,fear
"At the age of 16 I had gone to see a film in a nearby village, about 8 kms  from my home.  I started walking as there was no bus.  I had to cross hills and as it was dark I could not identify the path.  Half way through it started raining and as there was no shelter I ran four kms to reach home.",fear
Gotta love that moment when your parents say your full name and you start thinking of all the bad things you've done recently ,fear
"Her face must have registered dismay at having to tell Peter what had happened , for he gave a narrow smile . ",fear
La collègue qui t'envois un mail &quot;l'ennui ça fait faire des folies &quot; ,fear
@stickytoffeepup and it dont matter if ur single or not! i have a beautiful missus as u know but this is the 2nd time in a week for me ,fear
When you say something and you pray the person don't hear,fear
"On my second plane trip, we ran into unexpected turbulence.",fear
"Will Reseda riot after @NickJacksonYB &amp; I win, tomorrow?  ",fear
"Our greatest fear is not that we can't, our greatest is that we can but we haven't and are not doing anything with that #potential!",fear
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”. Amen",fear
Between Love &amp; Fear ~ What do you choose?  #inspiration,fear
This caused a good deal of consternation and dismay in Westminster . ,fear
Vincent was irritated but not dismayed . ,fear
"Buy a   “@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
"@2imen  | Make Ur own choices | The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.",fear
"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat.",fear
"If these  movements mean nothing, why do police raid them in the middle of the night &amp; try to censor press in the process? ",fear
"When I was involved in a car accident last November, after the first fall of snow.  I lost control of the car and it spun round and landed on the opposite side of the road, on the hard shoulder.  It was stopped by a pole on top of a bank sloping down to a stream.",fear
The impact had caused it to buck like a frightened horse . ,fear
"When I was involved in a car accident last November, after the first fall of snow.  I lost control of the car and it spun round and landed on the opposite side of the road, on the hard shoulder.  It was stopped by a pole on top of a bank sloping down to a stream.",fear
"I have a that one day I'm going to sit to pee and something's going to bite my ass, or worse my twat. #anaconda #fuckthatshit",fear
if your heart is filled with faith then you cant let go an let #God deal with it!,fear
"I was in about Grade 7, I came home from school one day and was told that my mother had skin cancer and would have to go to the hospital straight away.",fear
"When, for example, my grandfather fell seriously ill. It was necessary for him to be operated and I felt great fear of losing him because he is so dear to me.",fear
“The key to change... is to let go of fear.” Rosanne Cash    :),fear
 RT @Sharif_Williams: “@SWHS_Tae: @Sharif_Williams Ctfu I still ain't get it back im supposed to get it back tomorrow” ,fear
"Courage is mastery of fear, not absence of ",fear
Finding out that I made a stupid mistake in the exam.,fear
Mr Kinnock says the Prime Minister is too frightened to debate the issue . ,fear
LSU fans have no class whatsoever.  Its actually laughable. Les Miles face showed it all ,fear
@JennaLaineBucs yes if they can run the ball and not get beat deep! We should win ! the Spear,fear
@Danyell53 The only thing that wl force it when the economy really hits the floor and politicians are called to account  ,fear
"Journalists were asked by the manager to attend a midday conference at Celtic Park in the expectation that Brady would be commenting on his dismay over anonymous , directorial criticism of the team 's progress . ",fear
La collègue qui t'envois un mail &quot;l'ennui ça fait faire des folies &quot; ,fear
 I think someone is stalking me . ,fear
Many beef farmers in my constituency of Monmouth are deeply anxious about the impact of the MacSharry proposals . ,fear
Make your friend. It has something to teach you.,fear
I was afraid of moving away from home and moving to Helsinki for my studies.,fear
"*Amen to this---&gt;RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less",fear
"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
"She was particularly concerned when , shortly before her wedding day , she discovered that Prince Charles planned to give his friend a bracelet inscribed with their nicknames ` Fred "" and ` Gladys "" . ",fear
"Y a @IDFrabbi , qui se définit comme &quot;Friend of the Israeli soldier and Mossad agent.&quot; qui me follow sur twitter. #9FARET",fear
"2daiz back! Nd now bro&quot;@LB_Phrasebeatz: &quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
One thing I fear once 20 years from now. Not being able to provide for my family. ,fear
"If we deny  that is given to us,if we refuse to give love because we #pain or loss,then our lives will be empty,our loss greater.",fear
repercussion when you go back to  on holiday. rules. educating ourselves is important. Think..it is not illigal yet!,fear
When I had gone to a school picnic and was left behind in the forest.,fear
"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat.",fear
Can't even describe the anxiety I have at the gym when I pull on the locker room door at the exact same time someone is pushing on it. ,fear
When I was jumped by three men in a deserted area.,fear
i have an eerie feeling that im not going to do anything this weekend ,fear
They 're frightened to death . ,fear
"Anybody who swears allegiance to United must share the same sense of dismay at what has happened , and what is still going on -- for me , it 's almost a sense of revulsion . ",fear
When one meets new people with whom one is forced to collaborate with.,fear
Fear of failure must never be a reason not to try something. ~ Smith   #success,fear
You're the reason to a lot of my devotion. @Drake,fear
Hate driving next to 18 Wheelers. Heart starts pounding through my chest every time. ,fear
"I was walking down a little village at night.  There was nobody in the steet.  A dog began to bark, I felt that it was following me.  Then I began to run, the other dogs started barking too.  At last I arrived home.",fear
The mafia of the mind; One Big Bad Bully....  ,fear
my day is made by the small thoughts and surprises of others  ,fear
This leads to highly agitated motions and correspondingly high temperatures . ,fear
Before taking an exam.,fear
"Garacias a ti, es seguroo que el clima esta en el alma!! ",fear
When I entered the dissecting room for the anatomy class and saw several dead bodies lying on the benches.,fear
I was so sick that my relatives thought that I was bewitched.  I felt like dying.,fear
When my sister was very ill and was admitted to the hospital.,fear
"Motorcycle accident with two people involved, running off the road. Broke an arm, only.",fear
When I had crossed London forest I heard that there was a rabid hyena just near the path in the forest.,fear
women Ooo...Imagine ur Female artiste decide to giv u blowJob inside studio...u nor fit ask for session money again na..Choiii,fear
I'm about to eat Taco Bell for the first time in over 10 years. ,fear
Some of us contemplate this prospect with horror . ,fear
number 1 would have to be spiders i fucking hate them.,fear
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”. Amen",fear
I seem to have lost my coffee mug between here and West Des Moines...   ,fear
op school bezig met fm aan! zeker vet haha,fear
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
Many beef farmers in my constituency of Monmouth are deeply anxious about the impact of the MacSharry proposals . ,fear
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
"That is encouraging , yet we are concerned that people are still getting fatter . ",fear
"Can't go to bed .. I keep looking at the window hoping that my car won't be robbed& , #vacation",fear
"is a disease. It blocks the flow of energy. It spreads. It destroys. If not stopped, it kills. Even the smallest amount.",fear
Then she felt horror and pity at seeing Marcus so confused and so evidently useless . ,fear
I was very scared when I went to the examination hall for my M.Sc examination as I had studied a limited partion of the course thoroughly and I was in great doubt whether that would be asked.,fear
"Twitter, you'll never see me run as fast again as I am from @BibiLynch right now. ",fear
"Apparently the RLD was not aware of the details of the Vanguard accident at that time , but the subsequent publication of the report on the accident should have reinforced their disquiet . ",fear
" is an emotion thats overrated  is an emotion thats out of control bt i like fear, fear keeps you sharp",fear
Scared of the dark tonight!! Thank god for the red light on my blackberry!! ,fear
"@tomharris5 I was goin to bring it, do u want it at corners coz u want it at the end of today then? #nomistakestoday #3morepoints",fear
Police became increasingly concerned for their prisoner 's health over the weekend . ,fear
When I walk through streets late at night. This is because I and my friends were attacked one night without any reason for it.,fear
"I went to the ballet lessons with a little friend in the dark. On a very quiet place a boy approached us from behind and asked at what time the lesson would be finished. I gave him an avoiding answer, he took me up and wanted to run away with me.",fear
"sells, but only-buyers remorse-Don't buy anything thats sold by fear except maybe a good horror flick! Choose Love &amp; Trust-not fear",fear
"@HowardAlonzo @MrMarchand @PageKennedy @MrShaneEMiller @DJWES @WillyVille @TADAO310 &lt;So, still NO BET from u MR. LA ALL DAY Haaaaaa ",fear
"I felt fear once, when the car in which I travelled directed towards the precipice along the road.",fear
"I'm looking right in the eye and sayin' &quot; Get The Fuck Out My Way, I've Got Things To Do!&quot;",fear
"@Staford_9, U gotta get aggressive.  out of them lame as plays, stretch the offensive then go down the field. Put in them...",fear
"There is too much busyness in schools , staff need ` dream time "" too and also the security to try out ideas without becoming nervous about making mistakes or being afraid of failing . ",fear
"I was camping in an old broken hut which had no lights.  I had brought along a lamp which was not working very well.  The door made strange sounds and I was sure that strange things were happening.  The most terrifying bit was that there were many wardrobes in the hut and everytime that I looked in the glass of the wardrobe I felt that there were \objects\"" behind me.   The whole night was spent in fear and restlessness.""",fear
When I was left alone at home one night by my brother.,fear
@LovingDalston  All was a Parody! A Parody &amp; Celebration of Killing Children! Check the Truth! Media should be target with CAHumanity,fear
"This is me. Still the same. They want the hits. I play the game. No auto tune, but you can feel the pain. It all comes spilling out...",fear
Falling off a cliff in the mountains.,fear
@johnnorlin  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
The wind just sounded like a woman SCREAMING. #helterskelter,fear
@AMiAMiTY @roverstilldie I did see the convo!! She's a star!! How about when she asked me whilst sitting on penarth pier.......,fear
I obey no border; I need no papers; I ask no permission; I have no title; I no man; I have no #religion - #Earth #nature #war,fear
"After one alarmed glance at her apoplectic face , Mr Loveitt said smoothly : ` I think we should get back to the facts . ",fear
Walking in the dark and thinking about ghost stories.,fear
` Those poor little girls must be frightened out of their minds ! ,fear
was going 2 drive to the docs 2day but i hate driving in the rain so my momma gotta take me.,fear
No entiendo porque tanto drama para decirle a alguien &quot;Hey me encantas &quot; ,fear
"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
The Lord will  you from all evil; he will  your Life& Psalm 121:7 God is a  walk no evil for YOU are being #Kept!,fear
"No point in mentioning these bats, I thought. Poor bastard will see them soon enough.  #Loathing",fear
ain't america grand let's all be thankful for what we have cause it's shiny and they told us we'll like it on TEEVEE ,fear
Just walked past a Asian girl and she grabs her BF's arm. Now I know all races even my own are afraid of me. #boss #scandalous,fear
Fearful heart? why do u worry? Trust that your God will come and save you!  being the KEY action! #Jesus #Jesustweeters,fear
"no one.,, u give them the respect that is y that they the power. Don't give em #shit makem earn it... #lifelesson",fear
Nervous for Meh'Lindi 's safety ? ,fear
is just a line in the head and when you cross it you are free.,fear
" But in my case , the fact matches the theory . Mike is humorous , energetic , always as fresh as a daisy , but probably too ambitious . It frightens me ! ",fear
Good thing he has a key to every unit in this building.  ,fear
"Feeling thoroughly disquieted , she left her room in a rush . ",fear
"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
" in the air, I’m pushing the gears  turned into  hate turned into ",fear
"@ScottJenkins1 I'm a casual noo #WEAREFALKIRK anat, getting a pair of cruyffs and a stoney, livin' it large.",fear
Being harrassed for being gay; suggestions of being physically beaten - acting as informal bouncer in a gay bar.,fear
@nicolescherzy @nicosherzinger &  &#xA;&#xA;Add those three things up and you have a symptom called #NERVOSO &#xA;&#xA;u wanna learn [:,fear
Is at @officialPWG Ready to see @yumabooma rock this party GO ROCKNES!!! #supportIndyWrestling,fear
I saw the frightened horses on the edge of a steep drop . ,fear
I was riding with a friend in his car. At a speed of 120 km/h on the snow-covered motorway I would have liked to get out.,fear
"Relatives , too , seem concerned about lack of communication and the ` unavailability of the nurses "" . ",fear
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
I had to tell someone that I was interested in remaining celibate and alone. And that my spiritual master strictly prohibited sexual relations outside of marriage. This caused great fear through lack of conviction afraid to hurt someone's feelings despite my own being hurt in the process.,fear
"When I left a carnaval ball at 4 o'clock a.m. I was alone in a foreign city and I had to go back home, when a guy appeared and tried to \catch me\"".""",fear
"He had taken an interest in the growing baby , and had become anxious about Jane 's health and safety , the way expectant fathers were supposed to . ",fear
Forecast indicate 65% Muslim Brotherhood victory.  #tahrir,fear
all this  news has made me very nervous whenever i see a cop.  even a friendly cop in the mall.  i hate that.  ,fear
"I was at the cinema with my sister and her boyfriend.  A man sitting beside me started to stroke my leg for a while, he left in the middle of the film.",fear
only thing holding me back.,fear
A helpline has been set up for anxious parents . ,fear
I would hate to have a baby mom that's a baby girl ,fear
Moral to the story? A little can be used as a huge #advanage. #pointtoprove,fear
Whhen the front tyre of the car burst.,fear
Overheard during Thanksgiving dinner: They're going to PROVIDENCE executions murder rate,fear
"If you are really nervous of being out and about , invest in a personal alarm , which you should carry in your hand at all times . ",fear
"The poor frightened girl packed her things and ran out , saying she was going to Reno for a divorce . ",fear
Don't let hold you back from achieving your greatness.,fear
Replaying moments of that dreadful week in August...first time I've really done this &amp; I feel some of the pain all over again. #sad,fear
"At about nine p.m., I went home by bike on a dark cycle-track; because of lack of time I had to take the short-cut.",fear
That Feeling When You Hear An Airplane Descending...&amp;&amp; You Think It's Comin Toward You ,fear
Although I experienced that horrible robbery last Tuesday night...I will not live in ! I will overcome this eventually.,fear
Living in is not understanding that w/ Christ there is the promise of a new start... letting go of fear is holding on to Christ.,fear
"&quot;@K_Slaugh_xoxo: : Until you have the courage to lose sight of the shore, you will not know the terror of being forever lost at sea.&quot;",fear
When a Republican says shining city I think they really mean night light. Lots to fear when u choose to live in the dark.  ,fear
"Tom Shakeshaft , who is 15 , reveals his dismay at plans to drive a dual carriageway right through the beautiful piece of countryside where he lives . ",fear
   Infiltration in our lives. The illusion of so we accept their political Solutions. #Tyranny,fear
 sounds amazing as always.. I should really find a way to watch the product,fear
My own dismay at the way those kids were savaging the flora of Stonethwaite is a good example . ,fear
"I hate when i like someone a lot , bout to back away ",fear
You follow me i follow u i dnt play that u follow me i wait till u tell me to followback naw ! im unfollow me i unfollow u,fear
smh wus wrong wit niggas these days a  that  to another  does it out of in my eyes smh lot of niggas lie to me,fear
et que ça serait trop chouette qu'on paye les femmes à rester à la maison. ,fear
 Put a snake in front of me and I'll pet it... put a rat in its place and I will stop breathing... ,fear
I was scared in the dark when I was a little boy.,fear
"Too many people, too small a room. This is fucking nuts.  ",fear
@Renegal considering how slowly this paper is getting written- I am going to need some elf juice. Then I will become Dark Billy. ,fear
